book_id,title,image_url,authors
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",https://images.gr-assets.com/books/1298411339m/34.jpg,J.R.R. Tolkien
7260188,"Mockingjay (The Hunger Games, #3)",https://images.gr-assets.com/books/1358275419m/7260188.jpg,Suzanne Collins
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",https://images.gr-assets.com/books/1387141547m/2.jpg,"J.K. Rowling, Mary GrandPré"
12232938,The Lovely Bones,https://images.gr-assets.com/books/1457810586m/12232938.jpg,Alice Sebold
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://images.gr-assets.com/books/1474169725m/15881.jpg,"J.K. Rowling, Mary GrandPré"
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",https://images.gr-assets.com/books/1361482611m/6.jpg,"J.K. Rowling, Mary GrandPré"
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",https://images.gr-assets.com/books/1474171184m/136251.jpg,"J.K. Rowling, Mary GrandPré"
968,"The Da Vinci Code (Robert Langdon, #2)",https://images.gr-assets.com/books/1303252999m/968.jpg,Dan Brown
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",https://images.gr-assets.com/books/1361039191m/1.jpg,"J.K. Rowling, Mary GrandPré"
7624,Lord of the Flies,https://images.gr-assets.com/books/1327869409m/7624.jpg,William Golding
18135,Romeo and Juliet,https://images.gr-assets.com/books/1327872146m/18135.jpg,"William Shakespeare, Robert           Jackson"
8442457,Gone Girl,https://images.gr-assets.com/books/1339602131m/8442457.jpg,Gillian Flynn
4667024,The Help,https://images.gr-assets.com/books/1346100365m/4667024.jpg,Kathryn Stockett
890,Of Mice and Men,https://images.gr-assets.com/books/1437235233m/890.jpg,John Steinbeck
930,Memoirs of a Geisha,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Arthur Golden
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",https://images.gr-assets.com/books/1385207843m/10818853.jpg,E.L. James
865,The Alchemist,https://images.gr-assets.com/books/1483412266m/865.jpg,"Paulo Coelho, Alan R. Clarke"
3636,"The Giver (The Giver, #1)",https://images.gr-assets.com/books/1342493368m/3636.jpg,Lois Lowry
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",https://images.gr-assets.com/books/1353029077m/100915.jpg,C.S. Lewis
14050,The Time Traveler's Wife,https://images.gr-assets.com/books/1437728815m/14050.jpg,Audrey Niffenegger
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",https://images.gr-assets.com/books/1436732693m/13496.jpg,George R.R. Martin
19501,"Eat, Pray, Love",https://images.gr-assets.com/books/1503066414m/19501.jpg,Elizabeth Gilbert
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://images.gr-assets.com/books/1400602609m/28187.jpg,Rick Riordan
1934,"Little Women (Little Women, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Louisa May Alcott
10210,Jane Eyre,https://images.gr-assets.com/books/1327867269m/10210.jpg,"Charlotte Brontë, Michael Mason"
15931,"The Notebook (The Notebook, #1)",https://images.gr-assets.com/books/1385738917m/15931.jpg,Nicholas Sparks
4214,Life of Pi,https://images.gr-assets.com/books/1320562005m/4214.jpg,Yann Martel
43641,Water for Elephants,https://images.gr-assets.com/books/1494428973m/43641.jpg,Sara Gruen
19063,The Book Thief,https://images.gr-assets.com/books/1390053681m/19063.jpg,Markus Zusak
4381,Fahrenheit 451,https://images.gr-assets.com/books/1351643740m/4381.jpg,Ray Bradbury
49041,"New Moon (Twilight, #2)",https://images.gr-assets.com/books/1361039440m/49041.jpg,Stephenie Meyer
30119,Where the Sidewalk Ends,https://images.gr-assets.com/books/1168052448m/30119.jpg,Shel Silverstein
256683,"City of Bones (The Mortal Instruments, #1)",https://images.gr-assets.com/books/1432730315m/256683.jpg,Cassandra Clare
428263,"Eclipse (Twilight, #3)",https://images.gr-assets.com/books/1361038355m/428263.jpg,Stephenie Meyer
113436,"Eragon (The Inheritance Cycle, #1)",https://images.gr-assets.com/books/1366212852m/113436.jpg,Christopher Paolini
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",https://images.gr-assets.com/books/1327656754m/11.jpg,Douglas Adams
5129,Brave New World,https://images.gr-assets.com/books/1487389574m/5129.jpg,Aldous Huxley
1162543,"Breaking Dawn (Twilight, #4)",https://images.gr-assets.com/books/1361039438m/1162543.jpg,Stephenie Meyer
37435,The Secret Life of Bees,https://images.gr-assets.com/books/1473454532m/37435.jpg,Sue Monk Kidd
2956,The Adventures of Huckleberry Finn,https://images.gr-assets.com/books/1405973850m/2956.jpg,"Mark Twain, John Seelye, Guy Cardwell"
24178,Charlotte's Web,https://images.gr-assets.com/books/1439632243m/24178.jpg,"E.B. White, Garth Williams, Rosemary Wells"
1618,The Curious Incident of the Dog in the Night-Time,https://images.gr-assets.com/books/1479863624m/1618.jpg,Mark Haddon
22557272,The Girl on the Train,https://images.gr-assets.com/books/1490903702m/22557272.jpg,Paula Hawkins
119322,"The Golden Compass (His Dark Materials, #1)",https://images.gr-assets.com/books/1451271747m/119322.jpg,Philip Pullman
6185,Wuthering Heights,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Emily Brontë, Richard J. Dunn"
10917,My Sister's Keeper,https://images.gr-assets.com/books/1369504683m/10917.jpg,Jodi Picoult
4981,Slaughterhouse-Five,https://images.gr-assets.com/books/1440319389m/4981.jpg,Kurt Vonnegut Jr.
18405,Gone with the Wind,https://images.gr-assets.com/books/1328025229m/18405.jpg,Margaret Mitchell
128029,A Thousand Splendid Suns,https://images.gr-assets.com/books/1345958969m/128029.jpg,Khaled Hosseini
22628,The Perks of Being a Wallflower,https://images.gr-assets.com/books/1167352178m/22628.jpg,Stephen Chbosky
11735983,"Insurgent (Divergent, #2)",https://images.gr-assets.com/books/1325667729m/11735983.jpg,Veronica Roth
375802,"Ender's Game (Ender's Saga, #1)",https://images.gr-assets.com/books/1408303130m/375802.jpg,Orson Scott Card
18490,Frankenstein,https://images.gr-assets.com/books/1381512375m/18490.jpg,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle"
11588,The Shining (The Shining #1),https://images.gr-assets.com/books/1353277730m/11588.jpg,Stephen King
1656001,"The Host (The Host, #1)",https://images.gr-assets.com/books/1318009171m/1656001.jpg,Stephenie Meyer
99561,Looking for Alaska,https://images.gr-assets.com/books/1394798630m/99561.jpg,John Green
227443,"Bridget Jones's Diary (Bridget Jones, #1)",https://images.gr-assets.com/books/1292060045m/227443.jpg,Helen Fielding
14935,Sense and Sensibility,https://images.gr-assets.com/books/1397245675m/14935.jpg,"Jane Austen, Tony Tanner, Ros Ballaster"
38709,"Holes (Holes, #1)",https://images.gr-assets.com/books/1327781893m/38709.jpg,"Louis Sachar, Louis Sachar"
5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Lauren Weisberger
1381,The Odyssey,https://images.gr-assets.com/books/1390173285m/1381.jpg,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox"
157993,The Little Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta"
7445,The Glass Castle,https://images.gr-assets.com/books/1400930557m/7445.jpg,Jeannette Walls
1845,Into the Wild,https://images.gr-assets.com/books/1403173986m/1845.jpg,Jon Krakauer
1953,A Tale of Two Cities,https://images.gr-assets.com/books/1344922523m/1953.jpg,"Charles Dickens, Richard Maxwell, Hablot Knight Browne"
7677,"Jurassic Park (Jurassic Park, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Michael Crichton
370493,The Giving Tree,https://images.gr-assets.com/books/1174210942m/370493.jpg,Shel Silverstein
32542,A Time to Kill,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,John Grisham
1617,Night (The Night Trilogy #1),https://images.gr-assets.com/books/1473495285m/1617.jpg,"Elie Wiesel, Marion Wiesel"
6442769,Paper Towns,https://images.gr-assets.com/books/1349013610m/6442769.jpg,John Green
21787,The Princess Bride ,https://images.gr-assets.com/books/1327903636m/21787.jpg,William Goldman
231804,The Outsiders,https://images.gr-assets.com/books/1442129426m/231804.jpg,S.E. Hinton
6186357,"The Maze Runner (Maze Runner, #1)",https://images.gr-assets.com/books/1375596592m/6186357.jpg,James Dashner
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",https://images.gr-assets.com/books/1327909092m/1202.jpg,"Steven D. Levitt, Stephen J. Dubner"
2998,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg,Frances Hodgson Burnett
320,One Hundred Years of Solitude,https://images.gr-assets.com/books/1327881361m/320.jpg,"Gabriel García Márquez, Gregory Rabassa"
5297,The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966m/5297.jpg,"Oscar Wilde, Jeffrey Eugenides"
13536860,"Fifty Shades Freed (Fifty Shades, #3)",https://images.gr-assets.com/books/1336418837m/13536860.jpg,E.L. James
17245,Dracula,https://images.gr-assets.com/books/1387151694m/17245.jpg,"Bram Stoker, Nina Auerbach, David J. Skal"
5060378,"The Girl Who Played with Fire (Millennium, #2)",https://images.gr-assets.com/books/1351778881m/5060378.jpg,"Stieg Larsson, Reg Keeland"
11857408,"Fifty Shades Darker (Fifty Shades, #2)",https://images.gr-assets.com/books/1358266080m/11857408.jpg,E.L. James
7244,The Poisonwood Bible,https://images.gr-assets.com/books/1412242487m/7244.jpg,Barbara Kingsolver
4137,Me Talk Pretty One Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Sedaris
19543,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg,Maurice Sendak
7126,The Count of Monte Cristo,https://images.gr-assets.com/books/1309203605m/7126.jpg,"Alexandre Dumas, Robin Buss"
6288,The Road,https://images.gr-assets.com/books/1439197219m/6288.jpg,Cormac McCarthy
18710190,"Allegiant (Divergent, #3)",https://images.gr-assets.com/books/1395582745m/18710190.jpg,Veronica Roth
9418327,Bossypants,https://images.gr-assets.com/books/1481509554m/9418327.jpg,Tina Fey
3473,A Walk to Remember,https://images.gr-assets.com/books/1385738968m/3473.jpg,Nicholas Sparks
9416,"Confessions of a Shopaholic (Shopaholic, #1)",https://images.gr-assets.com/books/1327872404m/9416.jpg,Sophie Kinsella
24280,Les Misérables,https://images.gr-assets.com/books/1411852091m/24280.jpg,"Victor Hugo, Lee Fahnestock, Norman MacAfee"
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://images.gr-assets.com/books/1358254974m/10572.jpg,George R.R. Martin
10441,The Memory Keeper's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Kim Edwards
15507958,"Me Before You (Me Before You, #1)",https://images.gr-assets.com/books/1357108762m/15507958.jpg,Jojo Moyes
168668,Catch-22,https://images.gr-assets.com/books/1463157317m/168668.jpg,Joseph Heller
6900,Tuesdays with Morrie,https://images.gr-assets.com/books/1423763749m/6900.jpg,"Mitch Albom, Saulius Dagys"
2187,Middlesex,https://images.gr-assets.com/books/1437029776m/2187.jpg,Jeffrey Eugenides
24583,The Adventures of Tom Sawyer,https://images.gr-assets.com/books/1404811979m/24583.jpg,"Mark Twain, Guy Cardwell, John Seelye"
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",https://images.gr-assets.com/books/1329061522m/18131.jpg,Madeleine L'Engle
7763,The Joy Luck Club,https://images.gr-assets.com/books/1304978653m/7763.jpg,Amy Tan
38447,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg,Margaret Atwood
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",https://images.gr-assets.com/books/1461611233m/452306.jpg,Ann Brashares
7604,Lolita,https://images.gr-assets.com/books/1377756377m/7604.jpg,"Vladimir Nabokov, Craig Raine"
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://images.gr-assets.com/books/1437733293m/37442.jpg,"Gregory Maguire, Douglas Smith"
5358,"The Firm (Penguin Readers, Level 5)",https://images.gr-assets.com/books/1418465200m/5358.jpg,John Grisham
7937843,Room,https://images.gr-assets.com/books/1344265419m/7937843.jpg,Emma Donoghue
1420,Hamlet,https://images.gr-assets.com/books/1351051208m/1420.jpg,"William Shakespeare, Richard Andrews, Rex Gibson"
234225,Dune (Dune Chronicles #1),https://images.gr-assets.com/books/1434908555m/234225.jpg,Frank Herbert
2612,The Tipping Point: How Little Things Can Make a Big Difference,https://images.gr-assets.com/books/1473396980m/2612.jpg,Malcolm Gladwell
11084145,Steve Jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg,Walter Isaacson
332613,One Flew Over the Cuckoo's Nest,https://images.gr-assets.com/books/1485308778m/332613.jpg,Ken Kesey
2165,The Old Man and the Sea,https://images.gr-assets.com/books/1329189714m/2165.jpg,Ernest Hemingway
4395,The Grapes of Wrath,https://images.gr-assets.com/books/1352912927m/4395.jpg,John Steinbeck
3431,The Five People You Meet in Heaven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mitch Albom
8127,"Anne of Green Gables (Anne of Green Gables, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,L.M. Montgomery
3777732,"City of Glass (The Mortal Instruments, #3)",https://images.gr-assets.com/books/1369452339m/3777732.jpg,Cassandra Clare
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",https://images.gr-assets.com/books/1497931121m/62291.jpg,George R.R. Martin
137791,Divine Secrets of the Ya-Ya Sisterhood,https://images.gr-assets.com/books/1408313524m/137791.jpg,Rebecca Wells
10964,"Outlander (Outlander, #1)",https://images.gr-assets.com/books/1402600310m/10964.jpg,Diana Gabaldon
12296,The Scarlet Letter,https://images.gr-assets.com/books/1404810944m/12296.jpg,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym"
9460487,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",https://images.gr-assets.com/books/1472782916m/9460487.jpg,Ransom Riggs
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://images.gr-assets.com/books/1327708260m/6892870.jpg,"Stieg Larsson, Reg Keeland"
18007564,The Martian,https://images.gr-assets.com/books/1413706054m/18007564.jpg,Andy Weir
5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Ken Follett
18143977,All the Light We Cannot See,https://images.gr-assets.com/books/1451445646m/18143977.jpg,Anthony Doerr
8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://images.gr-assets.com/books/1327861115m/8664353.jpg,Laura Hillenbrand
976,Deception Point,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dan Brown
17333223,The Goldfinch,https://images.gr-assets.com/books/1451554970m/17333223.jpg,Donna Tartt
1217100,Thirteen Reasons Why,https://images.gr-assets.com/books/1333822506m/1217100.jpg,Jay Asher
2865,Girl with a Pearl Earring,https://images.gr-assets.com/books/1327197580m/2865.jpg,Tracy Chevalier
4374400,"If I Stay (If I Stay, #1)",https://images.gr-assets.com/books/1347462970m/4374400.jpg,Gayle Forman
4989,The Red Tent,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Anita Diamant
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://images.gr-assets.com/books/1400602661m/28186.jpg,Rick Riordan
5526,Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg,Nicholas Sparks
1582996,"City of Ashes (The Mortal Instruments, #2)",https://images.gr-assets.com/books/1432730356m/1582996.jpg,Cassandra Clare
8852,Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg,William Shakespeare
15241,"The Two Towers (The Lord of the Rings, #2)",https://images.gr-assets.com/books/1298415523m/15241.jpg,J.R.R. Tolkien
42156,"Something Borrowed (Darcy & Rachel, #1)",https://images.gr-assets.com/books/1305063535m/42156.jpg,Emily Giffin
23772,Green Eggs and Ham,https://images.gr-assets.com/books/1468680100m/23772.jpg,"Dr. Seuss, לאה נאור"
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",https://images.gr-assets.com/books/1309211401m/6310.jpg,"Roald Dahl, Quentin Blake"
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://images.gr-assets.com/books/1443142158m/2120932.jpg,Rick Riordan
2623,Great Expectations,https://images.gr-assets.com/books/1327920219m/2623.jpg,Charles Dickens
18512,"The Return of the King (The Lord of the Rings, #3)",https://images.gr-assets.com/books/1389977161m/18512.jpg,J.R.R. Tolkien
49552,The Stranger,https://images.gr-assets.com/books/1349927872m/49552.jpg,"Albert Camus, Matthew    Ward"
7736182,"The Lost Hero (The Heroes of Olympus, #1)",https://images.gr-assets.com/books/1464201003m/7736182.jpg,Rick Riordan
15745753,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg,Rainbow Rowell
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",https://images.gr-assets.com/books/1429538615m/13497.jpg,George R.R. Martin
7735333,"Matched (Matched, #1)",https://images.gr-assets.com/books/1367706191m/7735333.jpg,Ally Condie
4407,"American Gods (American Gods, #1)",https://images.gr-assets.com/books/1258417001m/4407.jpg,Neil Gaiman
149267,The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg,"Stephen King, Bernie Wrightson"
6400090,The Last Song,https://images.gr-assets.com/books/1286549186m/6400090.jpg,Nicholas Sparks
11125,Digital Fortress,https://images.gr-assets.com/books/1360095966m/11125.jpg,Dan Brown
6969,Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg,"Jane Austen, Fiona Stafford"
15823480,Anna Karenina,https://images.gr-assets.com/books/1352422904m/15823480.jpg,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude"
227463,A Clockwork Orange,https://images.gr-assets.com/books/1348339306m/227463.jpg,Anthony Burgess
1812457,The Shack,https://images.gr-assets.com/books/1344270232m/1812457.jpg,William Paul Young
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",https://images.gr-assets.com/books/1327924597m/4502507.jpg,Rick Riordan
18342,It,https://images.gr-assets.com/books/1309376909m/18342.jpg,Stephen King
7144,Crime and Punishment,https://images.gr-assets.com/books/1382846449m/7144.jpg,"Fyodor Dostoyevsky, David McDuff"
6514,The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg,Sylvia Plath
252577,"Angela's Ashes (Frank McCourt, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Frank McCourt
52036,Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg,"Hermann Hesse, Hilda Rosner"
168642,In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg,Truman Capote
6304335,"Beautiful Creatures (Caster Chronicles, #1)",https://images.gr-assets.com/books/1327873282m/6304335.jpg,"Kami Garcia, Margaret Stohl"
7171637,"Clockwork Angel (The Infernal Devices, #1)",https://images.gr-assets.com/books/1454962884m/7171637.jpg,Cassandra Clare
39988,Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Roald Dahl, Quentin Blake"
9361589,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg,Erin Morgenstern
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://images.gr-assets.com/books/1355932638m/37470.jpg,Philippa Gregory
24770,"Uglies (Uglies, #1)",https://images.gr-assets.com/books/1443904172m/24770.jpg,Scott Westerfeld
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",https://images.gr-assets.com/books/1327885335m/10664113.jpg,George R.R. Martin
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",https://images.gr-assets.com/books/1411114164m/33.jpg,J.R.R. Tolkien
12262741,Wild: From Lost to Found on the Pacific Crest Trail,https://images.gr-assets.com/books/1453189881m/12262741.jpg,Cheryl Strayed
472331,Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg,"Alan Moore, Dave Gibbons, John Higgins"
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://images.gr-assets.com/books/1472068073m/186074.jpg,Patrick Rothfuss
3228917,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg,Malcolm Gladwell
153747,"Moby-Dick or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg,"Herman Melville, Andrew Delbanco, Tom Quirk"
2728527,The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg,"Mary Ann Shaffer, Annie Barrows"
5759,Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg,Chuck Palahniuk
301082,"Dead Until Dark (Sookie Stackhouse, #1)",https://images.gr-assets.com/books/1468560853m/301082.jpg,Charlaine Harris
11486,The Color Purple,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Alice Walker
12691,Marley and Me: Life and Love With the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg,John Grogan
16299,And Then There Were None,https://images.gr-assets.com/books/1391120695m/16299.jpg,Agatha Christie
6411961,"The Lost Symbol (Robert Langdon, #3)",https://images.gr-assets.com/books/1358274396m/6411961.jpg,Dan Brown
6339664,"Hush, Hush (Hush, Hush, #1)",https://images.gr-assets.com/books/1358261334m/6339664.jpg,Becca Fitzpatrick
11505797,"Beautiful Disaster (Beautiful, #1)",https://images.gr-assets.com/books/1358259032m/11505797.jpg,Jamie McGuire
5326,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg,Charles Dickens
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",https://images.gr-assets.com/books/1380631642m/43763.jpg,Anne Rice
10507293,"The Selection (The Selection, #1)",https://images.gr-assets.com/books/1322103400m/10507293.jpg,Kiera Cass
6853,"One for the Money (Stephanie Plum, #1)",https://images.gr-assets.com/books/1316730230m/6853.jpg,Janet Evanovich
6493208,The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg,Rebecca Skloot
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",https://images.gr-assets.com/books/1390426249m/23807.jpg,Thomas Harris
345627,"Vampire Academy (Vampire Academy, #1)",https://images.gr-assets.com/books/1361098973m/345627.jpg,Richelle Mead
40102,Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Malcolm Gladwell
6867,Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg,Ian McEwan
485894,The Metamorphosis,https://images.gr-assets.com/books/1359061917m/485894.jpg,"Franz Kafka, Stanley Corngold"
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,Rick Riordan
9969571,Ready Player One,https://images.gr-assets.com/books/1500930947m/9969571.jpg,Ernest Cline
3153910,The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg,Garth Stein
21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg,"Erik Larson, Tony Goldwyn"
13572249,"Bared to You (Crossfire, #1)",https://images.gr-assets.com/books/1477803272m/13572249.jpg,Sylvia Day
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",https://images.gr-assets.com/books/1449868701m/11127.jpg,"C.S. Lewis, Pauline Baynes"
3609760,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg,Mark Cotta Vaz
60748,"A Child Called ""It"" (Dave Pelzer #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dave Pelzer
7869,"The Bourne Identity (Jason Bourne, #1)",https://images.gr-assets.com/books/1335860740m/7869.jpg,Robert Ludlum
249747,"Artemis Fowl (Artemis Fowl, #1)",https://images.gr-assets.com/books/1327945104m/249747.jpg,Eoin Colfer
6487308,"Fallen (Fallen, #1)",https://images.gr-assets.com/books/1440619649m/6487308.jpg,Lauren Kate
4406,East of Eden,https://images.gr-assets.com/books/1441547516m/4406.jpg,John Steinbeck
5886881,Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg,Gillian Flynn
5359,The Client,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,John Grisham
228333,"The Nanny Diaries (Nanny, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Emma McLaughlin, Nicola Kraus"
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,https://images.gr-assets.com/books/1327872220m/24213.jpg,"Lewis Carroll, John Tenniel, Martin Gardner"
2156,Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Jane Austen, James Kinsley, Deidre Shauna Lynch"
